timestamp,phase,mem_sum,mem_chld0,mem_chld1,mem_chld2,mem_chld3,mem_chld4,mem_chld5,mem_chld6,mem_chld7,mem_chld8,mem_chld9,mem_chld10,mem_chld11,mem_chld12,mem_chld13,mem_chld14,mem_chld15,mem_chld16,mem_chld17,mem_chld18,mem_chld19
1641251922.2468324,setup,5131.45703125,1837.1875,11.03125,1641.76171875,1643.640625,0.00390625,,,,,,,,,,,,,,,
1641251922.6952937,setup,5396.37109375,1837.640625,11.03125,1641.76171875,1646.33203125,64.01171875,59.578125,50.5859375,46.6328125,41.859375,34.03125,33.50390625,28.49609375,17.7109375,14.375,0.00390625,,,,,
1641251923.146489,setup,6196.1484375,1837.97265625,11.03125,1641.76171875,1646.390625,144.53125,143.4765625,136.9609375,109.51953125,133.328125,85.9453125,108.41015625,78.62890625,64.6875,56.6640625,49.59765625,49.34765625,42.83203125,45.97265625,33.41015625,30.56640625
1641251923.5964634,setup,7366.125,1837.97265625,11.03125,1641.76171875,1646.390625,207.91796875,194.57421875,201.63671875,193.375,193.11328125,182.8359375,190.40234375,170.8046875,170.3984375,144.62890625,137.4296875,137.35546875,109.1796875,135.62890625,85.90625,56.9375
1641251924.0472963,setup,8370.8203125,1837.97265625,11.03125,1641.76171875,1646.390625,246.48046875,238.515625,239.6484375,239.21875,238.96875,238.66796875,237.77734375,223.16796875,216.76953125,208.47265625,199.9375,197.421875,193.8203125,193.875,176.9296875,138.64453125
1641251924.501978,setup,9153.9609375,1837.97265625,11.03125,1641.76171875,1646.390625,372.87890625,290.87890625,301.04296875,343.30859375,352.79296875,299.86328125,284.703125,275.03125,267.2734375,255.96875,247.33203125,245.60546875,239.84375,239.03125,226.3828125,198.26171875
1641251924.9519875,setup,10635.640625,1838.1328125,11.03125,1641.76171875,1646.390625,380.30078125,380.47265625,379.80859375,381.01171875,381.0703125,380.5859375,380.828125,380.5859375,379.63671875,381.31640625,380.6953125,306.06640625,380.44921875,377.46484375,278.13671875,245.875
1641251925.3996217,setup,11232.55859375,1838.2421875,11.03125,1641.76171875,1646.390625,380.85546875,380.47265625,379.80859375,381.0234375,381.0703125,380.5859375,381.234375,381.16015625,380.9921875,381.76953125,382.3046875,381.359375,381.34765625,381.12109375,380.92578125,380.6171875
1641251925.8414922,setup,11237.18359375,1838.33203125,11.03125,1641.76171875,1646.390625,381.17578125,380.5234375,381.55078125,381.046875,381.19140625,380.69140625,381.29296875,381.20703125,381.37109375,381.77734375,382.3046875,381.8125,381.34765625,381.57421875,380.92578125,380.6171875
1641251926.2857587,setup,11249.96484375,1838.3828125,11.03125,1641.76171875,1646.390625,381.17578125,380.5234375,381.55078125,381.6875,381.7421875,381.24609375,381.29296875,381.2265625,381.453125,381.8515625,382.65234375,381.87109375,382.03515625,381.6328125,380.984375,380.6171875
1641251926.7298265,setup,11241.16796875,1838.39453125,11.03125,1641.76171875,1646.390625,381.17578125,380.5234375,381.87890625,381.69921875,381.75390625,381.24609375,381.29296875,381.2265625,381.453125,381.8515625,382.65234375,381.87109375,382.03515625,381.6328125,380.984375,380.6640625
1641251927.1729782,setup,11242.40234375,1838.421875,11.03125,1641.76171875,1646.390625,381.18359375,380.53515625,381.87890625,381.69921875,381.75390625,381.51953125,381.30078125,381.23046875,381.71484375,382.1171875,382.65625,381.87890625,382.0546875,381.640625,380.984375,380.6640625
1641251927.6162848,setup,11242.44140625,1838.4296875,11.03125,1641.76171875,1646.390625,381.18359375,380.53515625,381.87890625,381.69921875,381.75390625,381.51953125,381.30078125,381.23046875,381.71484375,382.1171875,382.65625,381.87890625,382.0546875,381.640625,380.98828125,380.67578125
1641251928.0605536,setup,11247.6171875,1838.47265625,11.03125,1641.76171875,1646.390625,381.19921875,381.01953125,382.14453125,381.75390625,381.75390625,381.53125,381.3046875,381.234375,381.7421875,382.12890625,382.66796875,381.87890625,382.0546875,381.640625,380.98828125,381.078125
1641251928.5083778,setup,11243.83203125,1838.47265625,11.03125,1641.76171875,1646.390625,381.19921875,381.01953125,382.14453125,381.75390625,381.75390625,381.53125,381.3046875,381.234375,381.7421875,382.12890625,382.66796875,381.8984375,382.0546875,381.6640625,380.9921875,381.0859375
1641251928.9493802,setup,11244.15625,1838.47265625,11.03125,1641.76171875,1646.390625,381.203125,381.04296875,382.16015625,381.75390625,382.015625,381.5390625,381.3125,381.23828125,381.7421875,382.1328125,382.66796875,381.8984375,382.0546875,381.6640625,380.9921875,381.0859375
1641251929.392109,setup,11246.28125,1840.1015625,11.03125,1641.76171875,1646.390625,381.203125,381.04296875,382.59765625,381.75390625,382.015625,381.5390625,381.3125,381.23828125,381.7578125,382.1328125,382.6875,381.91015625,382.05859375,381.6640625,380.99609375,381.10546875
1641251929.8346605,setup,11246.484375,1840.26953125,11.03125,1641.76171875,1646.390625,382.14453125,381.99609375,383.48046875,382.640625,383.04296875,382.4296875,382.43359375,382.06640625,382.6875,383.03515625,383.36328125,382.76953125,382.92578125,382.765625,381.90234375,381.9921875
1641251930.4342003,setup,11540.91796875,1840.26953125,11.03125,1641.76171875,1646.390625,384.3359375,385.73046875,387.68359375,386.18359375,385.484375,385.90625,386.5625,385.01953125,385.140625,385.53125,385.88671875,385.30078125,387.1328125,386.25,384.7578125,383.7109375
1641251931.0517046,setup,11608.85546875,1840.26953125,11.03125,1641.76171875,1646.390625,388.50390625,390.1640625,391.65234375,390.6015625,389.0625,389.8046875,390.3125,389.2734375,388.97265625,390.13671875,390.26171875,389.390625,390.94921875,390.59765625,388.84375,387.8984375
1641251931.6859837,setup,11674.3046875,1840.26953125,11.03125,1641.76171875,1646.390625,392.77734375,394.32421875,395.88671875,394.984375,393.18359375,393.9296875,394.6953125,393.4140625,393.29296875,393.9453125,394.39453125,393.8046875,395.109375,394.7421875,392.73046875,392.30859375
1641251932.3191679,setup,11740.23046875,1840.26953125,11.03125,1641.76171875,1646.390625,396.91796875,398.28125,400.09765625,398.77734375,397.0546875,397.9296875,398.6640625,397.62109375,397.16796875,398.3359375,398.40234375,397.5,399.5,398.87890625,396.796875,396.0390625
1641251932.9612608,setup,11802.86328125,1840.26953125,11.03125,1641.76171875,1646.390625,400.53515625,402.171875,403.984375,402.6640625,400.9375,402.07421875,402.5546875,401.23828125,401.04296875,402.20703125,402.53125,401.37109375,402.82421875,402.50390625,400.640625,399.9296875
1641251933.6064403,setup,11867.31640625,1840.26953125,11.03125,1641.76171875,1646.390625,404.6640625,406.296875,408.3671875,407.046875,405.19140625,405.94140625,406.6796875,405.37109375,405.140625,406.30078125,406.56640625,405.50390625,406.9453125,406.7734375,404.78125,404.33984375
1641251934.2369823,setup,11933.2578125,1840.26953125,11.03125,1641.76171875,1646.390625,409.12109375,410.49609375,412.0546875,410.42578125,409.0859375,410.34375,410.125,409.5703125,409.5390625,410.17578125,410.69921875,409.72265625,411.14453125,410.90625,409.1875,408.16015625
1641251934.8778872,setup,11997.6953125,1840.26953125,11.03125,1641.76171875,1646.390625,413.265625,414.77734375,416.41796875,414.73046875,413.484375,414.1328125,414.41796875,413.96484375,413.4140625,414.55859375,414.56640625,413.86328125,414.91796875,415.296875,413.0546875,412.46484375
1641251935.5097392,setup,12065.83984375,1840.26953125,11.03125,1641.76171875,1646.390625,417.109375,418.9609375,420.546875,419.4296875,417.609375,418.31640625,419.05859375,418.171875,417.55078125,418.6953125,418.9609375,417.73828125,419.640625,419.171875,417.1875,416.66015625
1641251936.1426167,setup,12127.14453125,1840.26953125,11.03125,1641.76171875,1646.390625,420.98046875,422.8515625,424.4296875,422.7890625,421.484375,421.9453125,422.1796875,422.046875,421.4375,422.578125,422.84765625,420.84375,423.25,423.32421875,420.5390625,419.7578125
1641251936.790272,setup,12190.44140625,1840.26953125,11.03125,1641.76171875,1646.390625,425.37109375,426.71875,428.57421875,426.6640625,425.375,426.0859375,426.58203125,425.66015625,425.3359375,426.4765625,426.72265625,425.2421875,426.6015625,426.97265625,424.6875,424.359375
1641251937.4546187,setup,12249.67578125,1840.26953125,11.03125,1641.76171875,1646.390625,428.734375,430.67578125,431.9921875,430.59765625,429.2421875,429.76171875,429.93359375,429.5390625,429.21484375,430.10546875,430.08984375,428.3359375,430.2265625,430.91796875,428.5234375,427.73828125
1641251938.1313896,setup,12308.33203125,1840.26953125,11.03125,1641.76171875,1646.390625,432.68359375,434.3125,435.8671875,434.4765625,433.21484375,433.12109375,433.81640625,433.41015625,432.8359375,434.0,434.06640625,432.21484375,434.12109375,434.2734375,432.19921875,431.671875
1641251938.793474,setup,12370.859375,1840.26953125,11.03125,1641.76171875,1646.390625,436.51953125,438.125,439.6875,438.05078125,436.59765625,437.4609375,437.703125,436.765625,436.71484375,437.8671875,437.88671875,436.08984375,437.73046875,438.08984375,435.7734375,435.5
1641251939.4549153,setup,12432.1015625,1840.26953125,11.03125,1641.76171875,1646.390625,440.390625,441.91796875,443.71875,442.3515625,440.46484375,441.0703125,441.5703125,441.16015625,440.33203125,441.7421875,441.76953125,439.96875,441.62109375,442.12890625,440.16796875,439.12890625
1641251940.0898619,setup,12494.16796875,1840.26953125,11.03125,1641.76171875,1646.390625,444.42578125,446.30859375,447.6015625,445.96484375,444.60546875,444.6015625,445.6953125,445.0390625,444.21875,445.62109375,445.69140625,444.0078125,445.4921875,445.99609375,443.94140625,443.41796875
1641251940.7180328,setup,12555.5546875,1840.26953125,11.03125,1641.76171875,1646.390625,448.3046875,449.62109375,451.7109375,450.08984375,448.47265625,448.7265625,449.52734375,448.66796875,448.09375,449.23046875,449.30859375,447.89453125,449.6171875,449.8671875,447.828125,447.29296875
1641251941.3785992,setup,12615.234375,1840.26953125,11.03125,1641.76171875,1646.390625,452.1796875,453.76171875,455.0625,453.71875,452.359375,452.3125,453.16015625,452.0390625,451.97265625,452.58984375,452.921875,451.77734375,453.20703125,454.03125,451.41796875,450.66015625
1641251942.0223346,setup,12675.9609375,1840.26953125,11.03125,1641.76171875,1646.390625,455.79296875,457.1328125,459.1953125,457.58984375,456.23046875,456.20703125,456.78125,455.65625,455.85546875,456.48046875,456.79296875,455.140625,457.07421875,457.91015625,455.28515625,454.52734375
1641251942.6869924,setup,12738.0234375,1840.26953125,11.03125,1641.76171875,1646.390625,459.94140625,461.52734375,462.8046875,461.45703125,459.58203125,460.07421875,460.90625,459.5234375,459.46875,460.34765625,460.4140625,458.7734375,460.96875,461.8046875,458.91796875,458.1640625
1641251943.3357608,setup,12798.53125,1840.26953125,11.03125,1641.76171875,1646.390625,463.046875,465.4140625,466.6796875,465.6171875,463.46875,463.953125,464.78515625,463.39453125,463.59765625,464.2265625,464.546875,462.640625,464.58984375,465.6796875,462.79296875,462.546875
1641251943.9700747,setup,12862.6640625,1840.26953125,11.03125,1641.76171875,1646.390625,467.4296875,469.2890625,470.56640625,469.49609375,467.35546875,467.85546875,468.66796875,467.53515625,467.21484375,468.23828125,468.4296875,466.515625,468.45703125,469.55859375,466.66015625,465.921875
1641251944.6102815,setup,12926.5234375,1840.26953125,11.03125,1641.76171875,1646.390625,471.3125,473.16796875,474.69140625,473.36328125,471.2265625,471.72265625,472.53515625,471.41015625,471.4765625,472.36328125,472.3125,471.20703125,472.09375,473.4375,470.796875,470.32421875
1641251945.25883,setup,12989.43359375,1840.32421875,11.03125,1641.76171875,1646.390625,475.1953125,477.296875,478.30859375,477.75390625,475.63671875,476.125,476.67578125,475.5390625,475.3515625,475.9921875,476.19140625,474.59375,476.23828125,477.83203125,474.66796875,473.67578125
1641251945.8902562,setup,13054.1171875,1840.32421875,11.03125,1641.76171875,1646.390625,479.8359375,481.16796875,482.44140625,481.640625,479.59375,480.01171875,480.5546875,479.94140625,479.22265625,480.1171875,480.06640625,478.984375,480.36328125,481.96484375,479.05078125,478.08203125
1641251946.5191982,setup,13120.28515625,1840.32421875,11.03125,1641.76171875,1646.390625,483.97265625,485.5546875,486.30859375,485.5078125,483.71875,484.13671875,484.6796875,484.3359375,483.37109375,484.0234375,484.45703125,482.859375,484.76171875,485.83984375,483.1875,482.22265625
1641251947.1780112,setup,13185.296875,1840.32421875,11.03125,1641.76171875,1646.390625,487.84765625,489.68359375,490.203125,489.63671875,487.6796875,488.5390625,488.83203125,488.2109375,487.5,487.91796875,488.60546875,487.0,488.63671875,489.984375,487.0625,486.60546875
1641251947.8186953,setup,13251.31640625,1840.32421875,11.03125,1641.76171875,1646.390625,491.99609375,493.5546875,494.59375,494.0390625,491.8203125,492.42578125,492.96875,492.34765625,491.88671875,492.3671875,492.140625,490.87890625,492.76171875,494.37109375,491.2109375,491.0
1641251948.4621012,setup,13315.56640625,1840.32421875,11.03125,1641.76171875,1646.390625,495.6171875,497.68359375,498.4609375,497.90625,495.9453125,496.37109375,496.8359375,496.22265625,495.75390625,495.99609375,496.26953125,495.26953125,496.375,498.25,495.34765625,494.890625
1641251949.1026225,setup,13377.33203125,1840.32421875,11.03125,1641.76171875,1646.390625,499.69140625,501.55859375,502.6015625,501.8046875,499.8359375,499.74609375,500.4609375,500.09375,499.88671875,500.140625,499.90234375,498.6328125,500.26171875,502.13671875,499.22265625,498.7578125
1641251949.7679632,setup,13437.55078125,1840.32421875,11.03125,1641.76171875,1646.390625,503.328125,505.69140625,506.2265625,505.69140625,503.72265625,503.6328125,504.328125,503.96484375,503.515625,503.75,503.77734375,502.51953125,503.87109375,505.7578125,503.1015625,502.37890625
1641251950.4263122,setup,13497.33203125,1840.32421875,11.03125,1641.76171875,1646.390625,507.203125,508.7890625,509.578125,509.04296875,507.07421875,507.5,507.69140625,507.59375,507.1328125,507.63671875,507.65234375,506.3984375,507.2421875,509.640625,506.453125,506.2734375
1641251951.0800846,setup,13557.859375,1840.32421875,11.03125,1641.76171875,1646.390625,510.8203125,512.921875,513.71875,512.92578125,511.4765625,511.38671875,511.57421875,511.72265625,511.0234375,511.51953125,511.27734375,510.03125,511.140625,512.99609375,510.32421875,510.140625
1641251951.7392988,setup,13617.79296875,1840.32421875,11.03125,1641.76171875,1646.390625,514.69921875,516.5390625,517.09375,516.8046875,514.83203125,515.015625,515.44140625,515.33984375,514.37890625,514.87109375,515.15625,513.91015625,515.0078125,516.875,513.94140625,513.5078125
1641251952.403483,setup,13678.21484375,1840.32421875,11.03125,1641.76171875,1646.390625,518.5703125,520.078125,521.140625,520.4140625,518.69921875,518.53515625,518.98828125,519.22265625,518.76953125,518.7578125,519.03125,517.53125,518.6171875,520.48828125,517.8125,517.91015625
1641251953.0659277,setup,13737.01171875,1840.32421875,11.03125,1641.76171875,1646.390625,521.92578125,523.6953125,524.24609375,524.02734375,522.3203125,522.171875,522.6171875,522.8515625,522.4296875,522.90234375,522.40625,521.40625,522.40625,524.359375,521.3359375,521.51953125
1641251953.73247,setup,13794.41796875,1840.32421875,11.03125,1641.76171875,1646.390625,525.796875,527.58203125,528.1328125,527.90234375,526.1953125,526.0390625,526.484375,526.21484375,525.79296875,526.25390625,526.01953125,525.2890625,526.015625,527.9765625,525.21484375,524.890625
1641251954.3996081,setup,13854.9765625,1840.32421875,11.03125,1641.76171875,1646.390625,529.6796875,531.46484375,532.0078125,531.25390625,530.0625,529.9296875,530.37109375,530.09375,529.671875,530.1484375,529.8984375,528.91015625,529.88671875,531.33984375,529.10546875,528.51953125
1641251955.0747073,setup,13915.5078125,1840.32421875,11.03125,1641.76171875,1646.390625,533.3125,534.828125,535.88671875,535.15234375,533.94921875,533.5546875,534.24609375,533.97265625,533.30859375,534.03125,533.51953125,532.79296875,533.515625,535.2109375,532.4609375,532.38671875
1641251955.7100258,setup,13975.96875,1840.32421875,11.03125,1641.76171875,1646.390625,537.18359375,538.703125,539.6796875,539.27734375,537.55859375,537.421875,537.85546875,537.59375,537.18359375,537.3828125,537.14453125,536.6875,537.3828125,539.35546875,536.0859375,536.26953125
1641251956.36576,setup,14036.3359375,1840.32421875,11.03125,1641.76171875,1646.390625,541.0625,542.58203125,543.5546875,543.35546875,541.43359375,541.296875,541.74609375,541.46484375,541.0546875,541.26171875,541.01953125,540.04296875,541.26171875,543.2265625,539.95703125,540.15625
1641251957.0035694,setup,14099.40625,1840.32421875,11.03125,1641.76171875,1646.390625,544.94140625,546.97265625,547.4375,547.2421875,545.56640625,545.4375,545.6328125,545.859375,544.9453125,545.16015625,544.890625,544.4375,545.12890625,547.10546875,543.828125,543.76953125
1641251957.6461592,setup,14164.8046875,1840.32421875,11.03125,1641.76171875,1646.390625,548.81640625,550.84375,551.30859375,551.3671875,549.43359375,549.3046875,549.7578125,549.73828125,549.078125,549.28515625,548.78125,548.3203125,549.2734375,551.2421875,547.6953125,547.90625
1641251958.326014,setup,14224.8203125,1840.32421875,11.03125,1641.76171875,1646.390625,553.21875,554.7265625,555.19140625,555.2578125,553.06640625,553.19921875,553.6328125,553.11328125,552.69921875,553.16015625,552.65625,552.20703125,553.1640625,555.11328125,551.5703125,551.515625
1641251958.931678,setup,14283.03125,1840.32421875,11.03125,1641.76171875,1646.390625,556.5859375,558.34375,559.07421875,558.875,556.94140625,556.828125,557.2578125,556.73046875,556.70703125,556.66015625,556.01953125,555.57421875,556.7734375,558.73046875,555.18359375,555.3984375
1641251959.5772452,setup,14348.859375,1840.32421875,11.03125,1641.76171875,1646.390625,560.97265625,562.47265625,562.9453125,563.0,560.80859375,560.953125,561.640625,560.859375,560.8359375,561.04296875,560.4140625,559.9609375,560.65234375,562.8671875,559.3203125,559.28515625
1641251960.2307682,setup,14412.9921875,1840.32421875,11.03125,1641.76171875,1646.390625,564.85546875,566.3515625,567.07421875,566.87890625,565.2109375,564.83984375,565.53125,565.24609375,563.67578125,565.1796875,564.2890625,563.8515625,564.53515625,566.49609375,563.21875,563.41015625
1641251960.8753207,setup,14475.66015625,1840.32421875,11.03125,1641.76171875,1646.390625,568.734375,570.2265625,570.953125,571.265625,569.09375,568.73046875,569.67578125,568.86328125,567.8203125,568.7890625,568.1640625,567.7265625,568.4921875,570.62890625,567.09375,567.28515625
1641251961.542616,setup,14540.4765625,1840.32421875,11.03125,1641.76171875,1646.390625,572.8671875,574.61328125,574.83203125,575.1328125,572.9609375,573.11328125,573.54296875,572.73828125,571.69921875,572.66015625,572.3046875,571.86328125,572.890625,574.5078125,570.9609375,571.15625
1641251962.174748,setup,14604.5234375,1840.32421875,11.03125,1641.76171875,1646.390625,576.48046875,578.484375,579.2265625,579.01953125,577.01953125,577.0078125,577.42578125,576.60546875,575.57421875,577.31640625,575.9296875,576.26953125,576.76953125,578.90234375,575.08984375,575.5390625
1641251962.816614,setup,14668.58203125,1840.32421875,11.03125,1641.76171875,1646.390625,580.3671875,582.625,583.1015625,583.15625,581.41796875,580.890625,581.83984375,580.73828125,579.9765625,580.66796875,580.0546875,579.625,580.63671875,583.04296875,579.23828125,579.42578125
